Id,Title,URL,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Duration,Site
1041,Building High-Performing Teams,https://www.coursera.org/learn/high-performing-teams?specialization=team-building,"Teams are essential to the modern organization, but most never reach their potential. Co-workers miscommunicate, and groups struggle to adapt to changes in the market or their organizations. When teams lack self-awareness about these challenges, performance suffers. Based on years of team culture research and consulting experience, this course helps you understand the problems that hurt productivity, and gives you tools for creating positive change. This course also guides you through creating the ground rules and structure needed to set your team up for success. ",Business,Leadership and Management,Course,English,"Team Building,Leadership,Emotional Intelligence,Team Management,","Derek Newberry, Ph.D.",4.8,297 ,Approx. 12 hours to complete,Coursera
2500,An Introduction to Interactive Programming in Python (Part 1),https://www.coursera.org/learn/interactive-python-1?specialization=computer-fundamentals,"This two-part course is designed to help students with very little or no computing background learn the basics of building simple interactive applications. Our language of choice, Python, is an easy-to learn, high-level computer language that is used in many of the computational courses offered on Coursera. To make learning Python easy, we have developed a new browser-based programming environment that makes developing interactive applications in Python simple. These applications will involve windows whose contents are graphical and respond to buttons, the keyboard and the mouse.",Computer Science,Software Development,Course,English,"Programming Principles,Python Syntax And Semantics,Computer Programming,Python Programming,",John Greiner,4.8,"3,208 ",Approx. 19 hours to complete,Coursera
1048,Value-Based Care: Quality Improvement in Organizations,https://www.coursera.org/learn/value-based-care-quality-improvement-in-organizations?specialization=value-based-care,"COURSE 6 of 7. Fragmented healthcare has created the need for healthcare reform, changing how healthcare is delivered and managed by shifting the structure and culture of healthcare organizations across the U.S. In this course, you will explore ways that provider organizations can successfully move from volume to value through implementing Quality Improvement plans and Continuous Quality Improvement. Organizational improvement is a continuous process. To be successful means coming to grips with things you have to do, how they get done, and who needs to be involved. Paramount to the process is recognizing that every role—every team member—in the organization is important to a successful VBC strategy. You will also learn about adaptive leadership and how to advance vision and innovation through collaboration. Collaborative relationships between team members and leadership are critical to the transformation. You will explore strategies to gain buy-in, agreement, and understanding about the organization’s vision of value-based care and learn to engage team members in developing solutions to challenges. In the summative assignment, you will identify a measurable value-based care goal that would benefit from process improvement, describe how that goal will be communicated with the care team, and explain your role in leading the targeted improvements.",Health,Patient Care,Course,English,"Health Education,value-based healthcare,Quality Improvement,Public Health,Health Care,",Susie Gronseth,4.8,16 ,Approx. 5 hours to complete,Coursera
1236,Risk Management in Personal Finance,https://www.coursera.org/learn/risk-management-in-personal-finance?specialization=personal-finance-fundamentals,"This course is primarily aimed at those who want to understand more about how they can protect their finances from unexpected events. Taught by a CERTIFIED FINANCIAL PLANNER™ Professional, this course covers the role insurance plays into your financial plan, including what kinds of insurance to explore, how to determine how much insurance you need, and how different kinds of insurance works. The course includes life insurance, health insurance, disability insurance, homeowners insurance, renters insurance, auto insurance, and umbrella insurance. You will also learn about estate planning, including the documents involved and special considerations for new parents.",Personal Development,Personal Development,Course,English,"Estate Planning,Risk Management,Life Insurance,Health Insurance,Insurance,",Brian Walsh,4.8,16 ,Approx. 6 hours to complete,Coursera
1052,Decentralized Finance (DeFi) Infrastructure,https://www.coursera.org/learn/decentralized-finance-infrastructure-duke?specialization=decentralized-finance-duke,"Decentralized Finance: The Future of Finance is a set of four courses taught by Campbell R. Harvey (Professor of Finance at the Fuqua School of Business, Duke University, and a Research Associate of the National Bureau of Economic Research) that focus on decentralized finance (DeFi). In this first course, we begin by exploring the origins of DeFi and take a broad historical view from the earliest barter economies, such as the first peer-to-peer exchanges of bartering, to present day. The course also looks at historical examples of money having value even though it is not officially backed. ",Business,Finance,Course,English,"Cryptography,Smart Contract,Decentralized Protocols,governance,Blockchain Mechanics,",Cam Harvey,4.8,"1,192 ",Approx. 6 hours to complete,Coursera
2599,Fashion as Design,https://www.coursera.org/learn/fashion-design?specialization=modern-contemporary-art-design,"Among all objects of design, our clothes are the most universal and intimate. Like other kinds of design, fashion thrives on productive tensions between form and function, automation and craftsmanship, standardization and customization, universality and self-expression, and pragmatism and utopian vision. It exists in the service of others, and it can have profound consequences—social, political, cultural, economic, and environmental.",Arts and Humanities,Music and Art,Course,English,"Art History,Art,History,Creativity,",Paola Antonelli,4.8,"2,753 ",Approx. 20 hours to complete,Coursera
1293,European Business Law: Understanding the Fundamentals,https://www.coursera.org/learn/european-law-fundamentals?specialization=european-business-law,"The European Union is one of the world’s largest and most important economies. This six week course is the first in a series of three that will provide students with an insight into European Business Law. The series ranges from considering the basic structures and principles of the European Union to focusing on various specialized areas of law. Each course will give the students an understanding of the laws and policies that regulate the internal market of European Union, as well as relevant case law and useful inputs from leading practitioners in the field. ",Business,Business Essentials,Course,English,"Foreign Policy,Law,Legal Research,Business Law,",Hans Henrik Lidgard,4.8,"1,228 ",Approx. 13 hours to complete,Coursera
1063,Cyber Attack Countermeasures,https://www.coursera.org/learn/cyber-attack-countermeasures?specialization=intro-cyber-security,"This course introduces the basics of cyber defense starting with foundational models such as Bell-LaPadula and information flow frameworks. These underlying policy enforcements mechanisms help introduce basic functional protections, starting with authentication methods. Learners will be introduced to a series of different authentication solutions and protocols, including RSA SecureID and Kerberos, in the context of a canonical schema. ",Computer Science,Computer Security and Networks,Course,English,"Cybersecurity,Cryptography,Public-Key Cryptography,",Dr. Edward G. Amoroso,4.8,627 ,Approx. 19 hours to complete,Coursera
989,React Basics,https://www.coursera.org/learn/react-basics,"React is a powerful JavaScript library that you can use to build user interfaces for web and mobile applications (apps). In this course, you will explore the fundamental concepts that underpin the React library and learn the basic skills required to build a simple, fast, and scalable app.",Computer Science,Mobile and Web Development,Course,English,"Web Application,Front-End Web Development,React (Web Framework),Application development,",Taught by Meta Staff,4.8,649 ,Approx. 26 hours to complete,Coursera
953,Preparing to Manage Human Resources,https://www.coursera.org/learn/managing-human-resources,"One way or another, all employees are managed. But approaches to managing employees varying from employee-to-employee, job-to-job, manager-to-manager, organization-to-organization, and country-to-country. This course provides a foundation for developing your own approach to skillfully managing employees by illustrating alternative human resource management (HRM) strategies, introducing the importance of the legal context, and thinking about what motivates employees. This will then give you the factual and conceptual basis for developing specific, critical HRM skills in subsequent courses on hiring employees, managing performance, and rewarding employees. Don't know anything about HRM? That's OK! Leave this course with a new-found understanding of the range of options available for managing employees, a grasp of what makes workers tick, and the readiness to develop your own HRM skills.",Business,Leadership and Management,Course,English,"Human Resources (HR),Resource Management,Hr Strategy,",John W. Budd,4.8,"9,134 ",Approx. 17 hours to complete,Coursera
955,Introduction to Genetics and Evolution,https://www.coursera.org/learn/genetics-evolution,"Introduction to Genetics and Evolution is a college-level class being offered simultaneously to new students at Duke University. The course gives interested people a very basic overview of some principles behind these very fundamental areas of biology.  We often hear about new ""genome sequences,"" commercial kits that can tell you about your ancestry (including pre-human) from your DNA or disease predispositions, debates about the truth of evolution, why animals behave the way they do, and how people found ""genetic evidence for natural selection.""  This course provides the basic biology you need to understand all of these issues better, tries to clarify some misconceptions, and tries to prepare students for future, more advanced coursework in Biology (and especially evolutionary genetics).  No prior coursework is assumed.",Health,Basic Science,Course,English,"Biology,Genetics,Evolution,Genomics,",Dr. Mohamed Noor,4.8,"1,453 ",Approx. 25 hours to complete,Coursera
1333,The Art of Music Production,https://www.coursera.org/learn/producing-music?specialization=music-education,"Explore the art of record production and how to make recordings that other people will love listening to. This course will teach you how to make emotionally moving recordings on almost any recording equipment, including your phone or laptop. The emphasis is on mastering tangible artistic concepts; the gear you use is up to you. You will learn to develop the most important tool in the recording studio: your ears. You will learn to enhance every aspect of your own productions, both sonically and musically, by employing deeper listening skills. ",Arts and Humanities,Music and Art,Course,English,"Audio Production,Music,Music production,Songwriting,Music recording,",Stephen Webber,4.8,"1,912 ",Approx. 14 hours to complete,Coursera
961,Fundamentals of GIS,https://www.coursera.org/learn/gis,"Explore the world of spatial analysis and cartography with geographic information systems (GIS). In this class you will learn the basics of the industry’s leading software tool, ArcGIS, during four week-long modules: ",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,"Spatial Analysis,Data Analysis,Data Visualization (DataViz),Software,",Nick Santos,4.8,"5,234 ",Approx. 30 hours to complete,Coursera
963,Foundations of Health Equity Research,https://www.coursera.org/learn/health-equity-research,"Introduces students to the core principles of health equity research. Covers topics such as defining health equity, engaging community and policy stakeholders, patient-centeredness, cultural competence, and dissemination of research findings. Content will recognize different geographic, cultural, and social contexts where health inequities occur.",Health,Public Health,Course,English,"Health Research,health equity research,Research Design,Research Methods,Epidemiology,","Lisa A. Cooper, M.D.",4.8,153 ,Approx. 14 hours to complete,Coursera
967,Satisfaction Guaranteed: Develop Customer Loyalty Online,https://www.coursera.org/learn/satisfaction-guaranteed,"You made it! Satisfaction Guaranteed: Develop Customer Loyalty Online is the seventh and final course in the Google Digital Marketing & E-commerce Certificate. In this course, you’ll explore strategies for building customer loyalty in e-commerce. You’ll also explore specific tools to develop and maintain client relationships. At the end of the course you’ll work through a scenario that demonstrates your ability to deliver a successful e-commerce strategy. Finally, you’ll wrap up the course by building professional development skills. We encourage you to complete courses 1–6 before beginning this course because they provide the foundation necessary to complete the activities at the end of this course. ",Business,Marketing,Course,English,"Job preparedness,Customer Relationship Management (CRM),Portfolio preparation,E-commerce store optimization,Building customer loyalty,",Google Career Certificates,4.8,"1,092 ",Approx. 26 hours to complete,Coursera
1329,Guitar for Beginners,https://www.coursera.org/learn/guitar?specialization=play-guitar,"Grasp the essentials needed to begin playing acoustic or electric guitar. You'll learn an easy approach to get you playing quickly, through a combination of exploring the instrument, performance technique, and basic music theory.",Arts and Humanities,Music and Art,Course,English,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",Thaddeus Hogarth,4.8,"2,211 ",Approx. 23 hours to complete,Coursera
969,Using Databases with Python,https://www.coursera.org/learn/python-databases,"This course will introduce students to the basics of the Structured Query Language (SQL) as well as basic database design for storing data as part of a multi-step data gathering, analysis, and processing effort.  The course will use SQLite3 as its database.  We will also build web crawlers and multi-step data gathering and visualization processes.  We will use the D3.js library to do basic data visualization.  This course will cover Chapters 14-15 of the book “Python for Everybody”. To succeed in this course, you should be familiar with the material covered in Chapters 1-13 of the textbook and the first three courses in this specialization. This course covers Python 3.",Computer Science,Software Development,Course,English,"Python Programming,Database (DBMS),Sqlite,SQL,",Charles Russell Severance,4.8,"20,875 ",Approx. 14 hours to complete,Coursera
970,Astronomy: Exploring Time and Space,https://www.coursera.org/learn/astro,This course is designed for anyone who is interested in learning more about modern astronomy. We will help you get up to date on the most recent astronomical discoveries while also providing support at an introductory level for those who have no background in science.,Physical Science and Engineering,Physics and Astronomy,Course,English,"Solar Systems,Chemistry,Theory Of Relativity,Astrobiology,",Chris Impey,4.8,"3,442 ",Approx. 43 hours to complete,Coursera
2472,Investments II: Lessons and Applications for Investors,https://www.coursera.org/learn/investments-applications?specialization=financial-management,"In this course, you will start by reviewing the fundamentals of investments, including the trading off of return and risk when forming a portfolio, asset pricing models such as the Capital Asset Pricing Model (CAPM) and the 3-Factor Model, and the efficient market hypothesis.  You will be introduced to the two components of stock returns – dividends and capital gains – and will learn how each are taxed and the incentives provided to investors from a realization-based capital gains tax.  You will examine the investment decisions (and behavioral biases) of participants in defined-contribution (DC) pension plans like 401(k) plans in the U.S. and will learn about the evidence regarding the performance of individual investors in their stock portfolios.  The course concludes by discussing the evidence regarding the performance of actively-managed mutual funds. You will learn about the fees charged to investors by mutual funds and the evidence regarding the relation between fees charged and fund performance.  Segments of the portfolios of mutual funds that may be more likely to outperform and examples of strategies designed to “earn alpha” will also be introduced.",Business,Finance,Course,English,"Stock,Financial Markets,Investment Strategy,Investment,","Gies College of Business, University of Illinois",4.8,811 ,Approx. 19 hours to complete,Coursera
1324,Creating Toolpaths for a CNC Lathe,https://www.coursera.org/learn/cnc-toolpaths-cnc-lathe?specialization=autodesk-cad-cam-manufacturing,"CNC machines come in an almost endless array of configurations for various applications. So far, we have only talked about CNC Mills. More specifically vertical milling centers. In this course we turn our attention to the CNC Lathe. We identify the difference in a lathe’s coordinate system, tools, and how to create lathe specific toolpaths.",Physical Science and Engineering,Mechanical Engineering,Course,English,"Manufacturing Process Management,Manufacturing process,Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,",Autodesk,4.8,135 ,Approx. 18 hours to complete,Coursera
975,Introduction to Environmental Law and Policy,https://www.coursera.org/learn/environmental-law,"Environmental law may be the one institution standing between us and planetary exhaustion. It is also an institution that needs to be reconciled with human liberty and economic aspirations. This course considers these issues and provides a tour though existing legal regimes governing pollution, water law, endangered species, toxic substances, environmental impact analyses, and environmental risk.",Social Sciences,Law,Course,English,"Environmental Law,Common Law,Law,Environmental Protection,",Donald Hornstein,4.8,"2,755 ",Approx. 14 hours to complete,Coursera
1319,Working with Data,https://www.coursera.org/learn/meta-working-with-data?specialization=meta-react-native,"This course expands upon the knowledge you gained from the React Native course, and will prepare you to make more informed decisions about how you access, store, retrieve and present data within your React Native applications.",Computer Science,Mobile and Web Development,Course,English,"React (Javascript Library),Data Management,Application development,REST APIs,",Taught by Meta Staff,4.8,16 ,Approx. 20 hours to complete,Coursera
1318,Fundamentals of Graphic Design,https://www.coursera.org/learn/fundamentals-of-graphic-design?specialization=graphic-design,"Graphic Design is all around us! Words and pictures—the building blocks of graphic design—are the elements that carry the majority of the content in both the digital world and the printed world. As graphic design becomes more visible and prevalent in our lives, graphic design as a practice becomes more important in our culture.",Arts and Humanities,Music and Art,Course,English,"Creativity,Graphics,Design Theory,Color Theory,",Michael Worthington,4.8,"16,200 ",Approx. 15 hours to complete,Coursera
979,The Cycle: Management of Successful Arts and Cultural Organizations,https://www.coursera.org/learn/the-cycle,"What makes a successful arts and cultural organization? Led by DeVos Institute Chairman Michael M. Kaiser and President Brett Egan, this course will introduce you to a management theory called the Cycle which supports thriving arts and cultural organizations. Learning from our work with managers from over 80 countries around the world, the DeVos Institute developed the Cycle as a simple, but powerful tool to assist managers in their effort to respond to an increasingly complex environment and propel their institutions to excellence. ",Arts and Humanities,Music and Art,Course,English,"Fundraising,Management,Marketing,Planning,",Michael M. Kaiser,4.8,616 ,Approx. 12 hours to complete,Coursera
980,Getting Started with SAS Programming,https://www.coursera.org/learn/sas-programming-basics,"This course is for users who want to learn how to write SAS programs to access, explore, prepare, and analyze data. It is the entry point to learning SAS programming for data science, machine learning, and artificial intelligence. It is a prerequisite to many other SAS courses.",Data Science,Data Analysis,Course,English,"SAS Studio,Import Data,Reports,Prepare Data,SAS Programs,",Stacey Syphus,4.8,"2,817 ",Approx. 24 hours to complete,Coursera
2474,UI Automation and Selectors,https://www.coursera.org/learn/ui-automation-and-selectors?specialization=roboticprocessautomation,"The UI Automation and Selectors course provides a deep understanding of the different methods used while interacting with the User Interface of different applications like Excel, Word, CRM, Websites while building automation projects. ",Computer Science,Software Development,Course,English,"Input Actions Automation,Selectors,Recording in Studio,User Interface Automation,rpa,",UiPath,4.8,20 ,Approx. 8 hours to complete,Coursera
1311,Guitar for Beginners,https://www.coursera.org/learn/guitar?specialization=singer-songwriter,"Grasp the essentials needed to begin playing acoustic or electric guitar. You'll learn an easy approach to get you playing quickly, through a combination of exploring the instrument, performance technique, and basic music theory.",Arts and Humanities,Music and Art,Course,English,"Tablature,Music notation,Guitar scales,Guitar chords,Guitar,",Thaddeus Hogarth,4.8,"2,211 ",Approx. 23 hours to complete,Coursera
2604,Renewable Energy Futures,https://www.coursera.org/learn/renewable-energy-futures?specialization=renewable-energy,"Renewable energy's future is bright, yet uncertain.  Will it continue to grow rapidly?  Is current growth sufficient to achieve climate stabilization?  How do related technologies, like electric vehicles and heat pumps, fit in?  This course will shed light on the many confusing and at-times inconsistent claims and predictions for renewable energy.  ",Physical Science and Engineering,Environmental Science and Sustainability,Course,English,"Renewable Energy,Energy storage,Hydrogen,Electric Vehicles,Climate Change,",Paul Komor,4.8,120 ,Approx. 16 hours to complete,Coursera
2506,Introduction to Ableton Live,https://www.coursera.org/learn/ableton-live?specialization=singer-songwriter,"In the past, Digital Audio Workstations (DAWs) were programs used only by audio engineers with a highly specific knowledge base, on machines inaccessible to most people. But over the past 10-15 years, DAWs and the act of recording music have evolved from being a luxury of the few to being available to the masses. Ableton Live is one such application. Used by an extremely broad range of music creators, Ableton Live not only facilitates the work of engineers, producers, and writers in professional, home, and mobile studio settings, but it is also a powerful platform for musicians on stage, in the DJ booth, and elsewhere.",Arts and Humanities,Music and Art,Course,English,"Audio Recording,Music Making,File Management,Ableton,MIDI programming,",Erin Barra,4.8,"1,085 ",Approx. 13 hours to complete,Coursera
1064,Foundations of Business Strategy,https://www.coursera.org/learn/uva-darden-foundations-business-strategy?specialization=business-strategy,"Develop your ability to think strategically, analyze the competitive environment, and recommend firm positioning and value creation. In this course, developed at the Darden School of Business at the University of Virginia, top-ranked faculty will help you explore the underlying theory and frameworks that provide the foundations of a successful business strategy and provide the tools you need to understand that strategy: SWOT, Competitor, Environmental, Five Forces, and Capabilities Analyses, as well as Strategy Maps.",Business,Business Strategy,Course,English,"Capabilities Analysis,Business Strategy,Competitive Position,Strategic Analysis,Industry Structure,",Michael Lenox,4.8,"2,791 ",Approx. 9 hours to complete,Coursera
802,Introduction to DevOps,https://www.coursera.org/learn/intro-to-devops,DevOps skills are in demand! DevOps skills are expected to be one of the fastest-growing skills in the workforce. This course can be a first step in obtaining those skills. ,Computer Science,Software Development,Course,English,"Test-Driven Development,CI/CD,Behavior-Driven Development,Devops,",John Rofrano,4.8,"1,411 ",Approx. 9 hours to complete,Coursera
1122,Hypothesis Testing in Public Health ,https://www.coursera.org/learn/hypothesis-testing-public-health?specialization=biostatistics-public-health,"Biostatistics is an essential skill for every public health researcher because it provides a set of precise methods for extracting meaningful conclusions from data. In this second course of the Biostatistics in Public Health Specialization, you'll learn to evaluate sample variability and apply statistical hypothesis testing methods. Along the way, you'll perform calculations and interpret real-world data from the published scientific literature. Topics include sample statistics, the central limit theorem, confidence intervals, hypothesis testing, and p values.",Health,Public Health,Course,English,"Confidence Interval,Statistical Hypothesis Testing,p values,sampling,","John McGready, PhD, MS",4.8,573 ,Approx. 19 hours to complete,Coursera
2539,The Art of Music Production,https://www.coursera.org/learn/producing-music?specialization=music-production,"Explore the art of record production and how to make recordings that other people will love listening to. This course will teach you how to make emotionally moving recordings on almost any recording equipment, including your phone or laptop. The emphasis is on mastering tangible artistic concepts; the gear you use is up to you. You will learn to develop the most important tool in the recording studio: your ears. You will learn to enhance every aspect of your own productions, both sonically and musically, by employing deeper listening skills. ",Arts and Humanities,Music and Art,Course,English,"Audio Production,Music,Music production,Songwriting,Music recording,",Stephen Webber,4.8,"1,912 ",Approx. 14 hours to complete,Coursera
1129,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,https://www.coursera.org/learn/inform-speech?specialization=public-speaking,"In the professional realm, most speeches and presentations we give are informative in scope. A scientist needs to explain her recent research findings. A financial officer needs to report on quarterly earnings to his company’s board. A technology professional needs to educate a consumer about a new product. Any time you need to convey ideas or demonstrate a process, you’re dealing with informative speaking.  ",Personal Development,Personal Development,Course,English,"Communication,Presentation,Speech,Public Speaking,",Dr. Matt McGarrity,4.8,348 ,Approx. 13 hours to complete,Coursera
1131,Copyright Law in the Music Business,https://www.coursera.org/learn/copyright-law-music-business?specialization=music-business,"In this course taught by E. Michael Harrington, students will learn the basis for copyright including what is and is not covered by copyright law. This course will help clarify what rights artists have as creators as well as what the public is free to take from their work. Students will also learn what to do if someone copies their work and what to do if they are accused of copying someone else. Finally, the course will discuss how technology has changed copyright for the better (and worse) and how copyright laws may change in the coming years.",Business,Business Strategy,Course,English,"Create music legally,Read Legal Documents,Leverage the copyright law to your advantage,Write a co-writing agreement,",Dr. E. Michael Harrington,4.8,613 ,Approx. 10 hours to complete,Coursera
1133,Principles of Computing (Part 2),https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals,"This two-part course introduces the basic mathematical and programming principles that underlie much of Computer Science. Understanding these principles is crucial to the process of creating efficient and well-structured solutions for computational problems.  To get hands-on experience working with these concepts, we will use the Python programming language. The main focus of the class will be weekly mini-projects that build upon the mathematical and programming principles that are taught in the class. To keep the class fun and engaging, many of the projects will involve working with strategy-based games.",Computer Science,Software Development,Course,English,"Recursion,Algorithms,Python Programming,Tree (Data Structure),",Scott Rixner,4.8,357 ,Approx. 15 hours to complete,Coursera
1195,Functional Programming Principles in Scala,https://www.coursera.org/learn/scala-functional-programming?specialization=scala,"Functional programming is becoming increasingly widespread in industry. This trend is driven by the adoption of Scala as the main programming language for many applications. Scala fuses functional and object-oriented programming in a practical package. It interoperates seamlessly with both Java and Javascript. Scala is the implementation language of many important frameworks, including Apache Spark, Kafka, and Akka. It provides the core infrastructure for sites such as Twitter, Netflix, Zalando, and also Coursera.",Computer Science,Software Development,Course,English,"Scala Programming,Recursion,Functional Programming,Immutable Data Types,Higher-Order Function,",Martin Odersky,4.8,"8,190 ",Approx. 56 hours to complete,Coursera
2538,"Autoridad, dirección y liderazgo",https://www.coursera.org/learn/autoridad?specialization=habilidades,"En este curso, identificarás las principales responsabilidades y actividades que realiza un directivo en cualquier nivel de mando. Revisarás ejemplos que reflejan la importancia del ejercicio del liderazgo resaltando el valor del manejo adecuado de la comunicación, toma de decisiones, motivación, delegación, supervisión y coordinación del equipo de trabajo. Por otra parte, reconocerás los diferentes estilos de liderazgo y como éstos deben ser utilizados dependiendo de las particularidades de cada situación.",Business,Leadership and Management,Course,Spanish,"Delegation,Leadership,Coaching,Supervision,",Miguel Angel Ruíz,4.8,"2,710 ",Approx. 8 hours to complete,Coursera
1193,Critical Thinking Skills for the Professional,https://www.coursera.org/learn/critical-thinking-skills-for-professionals?specialization=professional-skills-for-the-workplace,"Have you ever tried to find a solution to a problem only to realize you’ve been focusing on the wrong problem from the very beginning? Or you’ve proposed a solution only to have it shut down by your boss or coworkers? How stressful and defeating is that? With massive changes in our world that seem to create the most difficult of circumstances, both personally and professionally, your skills as a critical thinker and problem solver need to be further developed now more than ever.  ",Business,Business Essentials,Course,English,"Critical Thinking,Decision-Making,Problem Solving,Brainstorming,",Diane Davidson,4.8,527 ,Approx. 7 hours to complete,Coursera
1142,AWS Cloud Technical Essentials,https://www.coursera.org/learn/aws-cloud-technical-essentials?specialization=aws-fundamentals,"Are you in a technical role and want to learn the fundamentals of AWS? Do you aspire to have a job or career as a cloud developer, architect, or in an operations role? If so, AWS Cloud Technical Essentials is an ideal way to start. This course was designed for those at the beginning of their cloud-learning journey - no prior knowledge of cloud computing or AWS products and services required!",Information Technology,Cloud Computing,Course,English,"AWS Identity and Access Management,Networking on AWS,AWS Management Console,Cloud Computing,aws security,",Morgan Willis,4.8,"3,455 ",Approx. 24 hours to complete,Coursera
1144,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",https://www.coursera.org/learn/algorithms-divide-conquer?specialization=algorithms,"The primary topics in this part of the specialization are: asymptotic (""Big-oh"") notation, sorting and searching, divide and conquer (master method, integer and matrix multiplication, closest pair), and randomized algorithms (QuickSort, contraction algorithm for min cuts).",Computer Science,Algorithms,Course,English,"Algorithms,Randomized Algorithm,Sorting Algorithm,Divide And Conquer Algorithms,",Tim Roughgarden,4.8,"5,050 ",Approx. 16 hours to complete,Coursera
1145,Aromatherapy: Clinical Use of Essential Oils,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-health-and-medicine,"This course provides an overview of essential oil therapy and current aromatherapy practices in clinical settings and gives you the skills to bring aromatherapy into your own practice. By the end of the course, you will be able to: a) explain what essential oils are to a patient and how they work; b) assess if an essential oil might be beneficial to a patient, considering patient preference and the research evidence, as well as any safety issues or contraindications; and c) suggest a protocol for use in a clinical setting.",Health,Research,Course,English,"integrative healthcare,wellbeing,patient-centered care,improved symptom management,evidence-based practice,","Janet Tomaino, DNP",4.8,434 ,Approx. 16 hours to complete,Coursera
1146,Diseño de Proyectos de Desarrollo,https://www.coursera.org/learn/diseno-de-proyectos-de-desarrollo?specialization=especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo,¿Sabes cómo hacer para que tus proyectos logren los resultados esperados? ,Social Sciences,Governance and Society,Course,Spanish,"Sostenbilidad,Gestión de proyectos,Diseño de Proyectos,Planificación estratégica,Evaluación de necesidades,",Claudia Useche,4.8,121 ,Approx. 15 hours to complete,Coursera
1186,Leading Teams: Building Effective Team Cultures,https://www.coursera.org/learn/leading-teams-building-effective-team-cultures?specialization=strategic-leadership,"In this foundational course, you will immerse yourself in the idea of building effective team cultures. You will explore different facets of team culture that are at the root of effective teams. You'll learn more about cultures of safety, engagement, and growth, so that you can lead your teams toward cultures that facilitate the most effective teamwork.",Business,Leadership and Management,Course,English,"Develop team culture,Navigate growth and change in teams,Create space for DEIB,Facilitate psychological safety,Manage motivation and engagement,",Elizabeth A. Luckman,4.8,"2,139 ",Approx. 12 hours to complete,Coursera
1154,Human Resources Management Capstone: HR for People Managers,https://www.coursera.org/learn/human-resources-management-capstone?specialization=human-resource-management,"This specialization provides a robust introduction to the key principles, policies, and practices of human resource management, with a focus on understanding managerial choices and constraints, acquiring and onboarding talent, managing employee performance, and rewarding employees. The capstone project provides learners with the opportunity to apply these key principles and practices to a real-world workplace (including a learner's own workplace if desired). Specifically, the capstone project will involve identifying the key human resources challenges for a workplace--including the most pressing motivational, selection, performance evaluation, and reward issues. And for each of these areas, learners will devise a multi-step action plan for addressing the challenges identified.",Business,Leadership and Management,Course,English,"Human Resources (HR),Compensation Analysis,Performance Management,",John W. Budd,4.8,623 ,Approx. 14 hours to complete,Coursera
1158,Machine Learning: Regression,https://www.coursera.org/learn/ml-regression?specialization=machine-learning,Case Study - Predicting Housing Prices,Data Science,Machine Learning,Course,English,"Linear Regression,Ridge Regression,Lasso (Statistics),Regression Analysis,",Emily Fox,4.8,"5,513 ",Approx. 22 hours to complete,Coursera
1159,Inclusive Analytic Techniques,https://www.coursera.org/learn/gender-analytics-inclusive-analytics?specialization=gender-analytics,"Many policies, products, services or processes that we think of as gender-neutral actually have gendered outcomes. Everything from snow plowing to car safety to investment advising to infrastructure investment has impacts that differ by gender. These outcomes can be even more biased if we look at important intersections with race, indigeneity, differences in ability, ethnicity, sexual orientation, and other identities. The question is, what can you do to change this? And, how can you avoid the risks of bias or create innovative new offerings using gender-based insights?",Business,Business Essentials,Course,English,"Business Analytics,Gender Based Analysis,Qualitative and Quantitative Data Analysis,Stakeholder Analysis,community engagement,",Sarah Kaplan,4.8,54 ,Approx. 8 hours to complete,Coursera
2525,Fundamentals of Immunology: Dueling with the Dark Side,https://www.coursera.org/learn/fundamentals-of-immunology-four-dueling-with-the-dark-side?specialization=immunology,"Fundamentals of Immunology, Course 4: Dueling with the Dark Side, covers the constant battle between your immune system and threats to your health. The first two lectures discuss viral and cellular pathogens, focusing on specific tactics they use to deflect immune attack. Next, a cheerier lecture describes other immune-based therapies, beginning with the use of engineered antibodies to treat specific diseases. This lecture continues with vaccine development (viral-engineered, killed, RNA-component vaccines and more) and adjuvant function and ends with vaccination strategies, including herd immunity and resisting the anti-vaccination movement. The last two lectures cover immune deficiencies and how cancer evades the immune system, concluding with advances in using immune therapies (antibodies and CAR T cells) to cure cancer.",Health,Public Health,Course,English,"Viral,Virus,Immune Deficiency,Viral Strategies,Cancer,","Alma Moon Novotny, Ph.D.",4.8,92 ,Approx. 14 hours to complete,Coursera
2530,Construction Finance,https://www.coursera.org/learn/construction-finance?specialization=construction-management,"This course expands the knowledge of a construction project manager to include an understanding of economics and the mathematics of money, an essential component of every construction project. Topics covered include the time value of money, the definition and calculation of the types of interest rates, and the importance of Cash Flow Diagrams.",Business,Business Strategy,Course,English,"Financial Modeling,Project,Finance,Real Estate,","Ibrahim Odeh, Ph.D., MBA",4.8,960 ,Approx. 17 hours to complete,Coursera
